shipment_id,supplier,origin,destination,transport_mode,distance_km,shipping_cost,weather_condition,traffic_level,order_priority,expected_delivery_days,actual_delivery_days,delayed
SHP-000266,Supplier_C,Philadelphia,Orlando,Road,3454,1811.97,Rain,Low,Low,2,1,0
SHP-000267,Supplier_W,Los Angeles,Boston,Rail,325,1029.32,Fog,Severe,Critical,13,11,0
SHP-000268,Supplier_U,Houston,Las Vegas,Road,4993,9569.37,Rain,Moderate,Medium,11,11,0
SHP-000269,Supplier_B,Philadelphia,Portland,Rail,1059,6013.63,Rain,Moderate,Medium,9,8,0
SHP-000270,Supplier_H,Houston,Miami,Road,4648,7300.13,Clear,Low,High,14,14,0
SHP-000271,Supplier_C,Phoenix,Nashville,Road,3167,3187.87,Fog,Low,High,8,7,0
SHP-000272,Supplier_B,San Antonio,Miami,Air,915,3961.81,Snow,High,Critical,5,3,0
SHP-000273,Supplier_K,Philadelphia,Detroit,Sea,4854,2407.39,Clear,High,Critical,14,14,0
SHP-000274,Supplier_C,Philadelphia,Nashville,Sea,4742,1014.81,Storm,Low,Medium,5,4,0
SHP-000275,Supplier_Q,Phoenix,Nashville,Road,3220,1831.36,Clear,Moderate,Medium,1,1,0
SHP-000276,Supplier_H,San Jose,Boston,Air,116,7985.26,Storm,Low,Critical,11,18,1
SHP-000277,Supplier_I,Phoenix,Atlanta,Sea,1343,6791.58,Storm,Severe,High,9,11,1
SHP-000278,Supplier_V,San Diego,Las Vegas,Road,2305,5491.94,Clear,High,High,11,11,0
SHP-000279,Supplier_P,Los Angeles,Portland,Road,2624,4777.14,Snow,Low,Low,14,21,1
SHP-000280,Supplier_G,San Diego,Portland,Road,1169,9228.22,Clear,High,Low,10,15,1
SHP-000281,Supplier_R,New York,Detroit,Road,3544,773.71,Clear,Severe,Critical,11,16,1
SHP-000282,Supplier_E,San Jose,Las Vegas,Sea,2665,2841.98,Clear,Low,High,8,7,0
SHP-000283,Supplier_X,San Jose,Miami,Road,1160,3531.88,Snow,High,High,5,8,1
SHP-000284,Supplier_S,San Jose,Seattle,Rail,2427,7835.14,Clear,Moderate,Medium,10,17,1
SHP-000285,Supplier_S,Los Angeles,Miami,Rail,3520,9925.52,Clear,Moderate,Low,6,10,1
SHP-000286,Supplier_P,San Diego,Boston,Road,401,2444.67,Snow,Low,Low,12,11,0
SHP-000287,Supplier_H,Houston,Nashville,Sea,4376,8749.36,Clear,Low,Critical,10,10,0
SHP-000288,Supplier_Z,Dallas,Las Vegas,Sea,706,8314.7,Clear,Moderate,Medium,11,10,0
SHP-000289,Supplier_P,Los Angeles,Portland,Sea,3270,2285.34,Clear,Low,Medium,10,16,1
SHP-000290,Supplier_Z,San Antonio,Detroit,Road,799,4023.36,Clear,High,Low,8,7,0
SHP-000291,Supplier_N,Dallas,Miami,Rail,1239,4126.25,Clear,Low,Medium,6,5,0
SHP-000292,Supplier_G,Phoenix,Nashville,Road,290,9783.3,Clear,Moderate,Medium,10,9,0
SHP-000293,Supplier_D,San Antonio,Seattle,Sea,2400,1849.87,Fog,High,High,14,14,0
SHP-000294,Supplier_D,New York,Detroit,Air,1080,8001.62,Snow,Moderate,Medium,4,5,1
SHP-000295,Supplier_V,Chicago,Atlanta,Sea,3075,3375.22,Clear,Moderate,Critical,3,2,0
SHP-000296,Supplier_N,Chicago,Orlando,Road,1284,7322.16,Clear,Severe,Critical,7,7,0
SHP-000297,Supplier_L,Houston,Miami,Sea,3427,4229.11,Clear,High,Critical,13,13,0
SHP-000298,Supplier_N,Philadelphia,Seattle,Air,3494,5804.68,Rain,Low,Critical,2,2,0
SHP-000299,Supplier_N,San Antonio,Nashville,Road,227,8334.49,Clear,Moderate,High,7,5,0
SHP-000300,Supplier_O,San Jose,Atlanta,Road,2165,8051.45,Clear,Severe,Critical,1,1,0
SHP-000301,Supplier_X,San Diego,Seattle,Rail,1916,8670.91,Storm,Low,Medium,13,12,0
SHP-000302,Supplier_B,Chicago,Seattle,Rail,669,643.19,Clear,Low,High,10,8,0
SHP-000303,Supplier_V,Philadelphia,Denver,Sea,1995,6935.9,Clear,Low,Low,5,10,1
SHP-000304,Supplier_U,Chicago,Detroit,Road,2833,1442.87,Storm,Low,Critical,9,12,1
SHP-000305,Supplier_U,Los Angeles,Boston,Sea,3963,4187.39,Rain,High,Low,13,11,0
SHP-000306,Supplier_D,San Diego,Atlanta,Road,4821,5508.45,Clear,High,Low,13,14,1
SHP-000307,Supplier_B,Philadelphia,Atlanta,Road,4114,4057.26,Rain,Severe,Low,1,3,1
SHP-000308,Supplier_M,Chicago,Miami,Rail,3001,5220.14,Clear,High,Medium,8,6,0
SHP-000309,Supplier_X,Philadelphia,Portland,Rail,1786,9965.44,Snow,Low,High,9,7,0
SHP-000310,Supplier_K,New York,Nashville,Sea,3109,1395.41,Clear,Low,Low,9,7,0
SHP-000311,Supplier_Z,New York,Miami,Rail,254,6770.79,Storm,Severe,Low,8,6,0
SHP-000312,Supplier_D,San Diego,Orlando,Sea,2637,3990.21,Fog,Low,High,4,2,0
SHP-000313,Supplier_H,Phoenix,Detroit,Rail,1509,1373.45,Fog,Low,High,14,13,0
SHP-000314,Supplier_G,Houston,Boston,Rail,4157,1629.43,Fog,Severe,Critical,14,20,1
SHP-000315,Supplier_G,Chicago,Seattle,Air,884,9495.27,Rain,Moderate,Low,7,7,0
SHP-000316,Supplier_R,San Jose,Atlanta,Air,3275,8802.03,Clear,Low,Low,1,1,0
SHP-000317,Supplier_O,Chicago,Portland,Road,4441,9075.07,Clear,High,Low,7,7,0
SHP-000318,Supplier_E,San Diego,Seattle,Sea,2906,9915.75,Rain,Severe,Low,6,4,0
SHP-000319,Supplier_N,Los Angeles,Detroit,Road,637,2122.74,Storm,Low,Critical,5,3,0
SHP-000320,Supplier_F,Chicago,Miami,Sea,1941,3586.62,Clear,High,Critical,1,8,1
SHP-000321,Supplier_I,San Jose,Detroit,Sea,2555,6708.73,Fog,Low,Critical,8,7,0
SHP-000322,Supplier_O,San Antonio,Las Vegas,Sea,624,4863.84,Storm,Moderate,Critical,10,12,1
SHP-000323,Supplier_H,San Antonio,Seattle,Road,3050,4212.98,Fog,Severe,Medium,1,3,1
SHP-000324,Supplier_C,San Antonio,Atlanta,Air,4231,3610.22,Storm,Severe,Medium,1,1,0
SHP-000325,Supplier_O,San Antonio,Orlando,Sea,4880,5958.12,Clear,Low,Low,14,14,0
SHP-000326,Supplier_Z,San Diego,Orlando,Road,4215,5777.15,Clear,Low,Medium,3,5,1
SHP-000327,Supplier_R,San Antonio,Portland,Rail,2468,1656.51,Clear,Low,High,13,11,0
SHP-000328,Supplier_D,New York,Atlanta,Rail,3947,4743.81,Clear,Moderate,Critical,8,6,0
SHP-000329,Supplier_B,New York,Portland,Air,4595,5557.04,Rain,Low,Low,8,8,0
SHP-000330,Supplier_U,Dallas,Orlando,Sea,2801,5724.36,Storm,Moderate,High,14,14,0
SHP-000331,Supplier_R,Houston,Atlanta,Sea,1071,2140.57,Storm,Low,Critical,7,10,1
SHP-000332,Supplier_A,Philadelphia,Atlanta,Road,1266,7435.6,Rain,Moderate,Medium,5,4,0
SHP-000333,Supplier_C,New York,Miami,Air,2874,300.73,Clear,Low,Critical,8,8,0
SHP-000334,Supplier_Y,Philadelphia,Miami,Rail,2082,3580.58,Clear,High,High,2,3,1
SHP-000335,Supplier_H,Dallas,Nashville,Air,953,7813.12,Clear,Low,Medium,8,7,0
SHP-000336,Supplier_F,Houston,Detroit,Road,4246,5660.73,Clear,Low,Critical,12,10,0
SHP-000337,Supplier_N,New York,Atlanta,Air,3836,2648.57,Rain,High,Low,11,11,0
SHP-000338,Supplier_P,New York,Denver,Road,3869,6964.78,Clear,High,Medium,2,4,1
SHP-000339,Supplier_P,Houston,Miami,Air,674,5695.54,Clear,Low,Low,10,8,0
SHP-000340,Supplier_G,Houston,Portland,Air,3361,7972.62,Clear,Low,Medium,5,4,0
SHP-000341,Supplier_M,Philadelphia,Miami,Rail,1248,7363.5,Rain,High,Low,11,10,0
SHP-000342,Supplier_B,Phoenix,Boston,Sea,1815,6120.57,Clear,Low,Medium,13,11,0
SHP-000343,Supplier_F,Chicago,Orlando,Sea,4877,4907.37,Clear,High,High,4,8,1
SHP-000344,Supplier_M,Los Angeles,Nashville,Road,3954,1375.16,Clear,Moderate,Medium,13,11,0
SHP-000345,Supplier_A,San Antonio,Atlanta,Sea,2591,2650.26,Fog,Low,Critical,1,1,0
SHP-000346,Supplier_M,Dallas,Atlanta,Sea,2760,4220.04,Clear,Moderate,High,5,3,0
SHP-000347,Supplier_I,San Jose,Miami,Sea,3224,6013.03,Rain,High,Medium,7,5,0
SHP-000348,Supplier_Z,Phoenix,Las Vegas,Rail,3151,5161.39,Snow,Severe,Critical,1,3,1
SHP-000349,Supplier_Z,Chicago,Miami,Sea,104,2917.44,Rain,Low,High,2,1,0
SHP-000350,Supplier_O,Los Angeles,Boston,Air,4969,114.32,Fog,Moderate,Critical,12,18,1
SHP-000351,Supplier_J,New York,Nashville,Road,976,4987.58,Clear,Low,Low,14,13,0
SHP-000352,Supplier_N,Phoenix,Nashville,Road,1091,2891.98,Clear,Moderate,Critical,9,7,0
SHP-000353,Supplier_W,Phoenix,Atlanta,Air,4242,7359.35,Clear,High,High,12,18,1
SHP-000354,Supplier_X,San Diego,Orlando,Sea,4464,288.27,Rain,Low,Medium,5,11,1
SHP-000355,Supplier_Z,Dallas,Nashville,Air,4565,5869.04,Clear,Severe,High,14,20,1
SHP-000356,Supplier_R,San Jose,Seattle,Sea,735,9417.67,Clear,Moderate,High,13,11,0
SHP-000357,Supplier_V,Dallas,Orlando,Road,1793,1785.37,Rain,Severe,Medium,7,10,1
SHP-000358,Supplier_W,Philadelphia,Orlando,Air,1782,4742.91,Rain,High,High,2,1,0
SHP-000359,Supplier_P,San Antonio,Miami,Sea,4852,959.65,Clear,Low,Medium,7,5,0
SHP-000360,Supplier_E,Chicago,Portland,Sea,219,6275.54,Rain,Low,Low,7,6,0
SHP-000361,Supplier_G,Philadelphia,Nashville,Sea,930,5527.79,Rain,Low,Medium,7,5,0
SHP-000362,Supplier_J,San Diego,Portland,Rail,3775,4103.29,Clear,Low,High,5,4,0
SHP-000363,Supplier_G,Philadelphia,Nashville,Rail,1469,5237.7,Clear,Moderate,High,9,7,0
SHP-000364,Supplier_B,Houston,Orlando,Air,840,8970.92,Snow,Moderate,High,2,2,0
SHP-000365,Supplier_S,Chicago,Orlando,Air,216,2003.13,Rain,Severe,High,4,3,0
SHP-000366,Supplier_X,San Antonio,Atlanta,Road,2938,274.52,Clear,Moderate,Low,2,6,1
SHP-000367,Supplier_R,New York,Detroit,Air,1250,8623.57,Clear,High,Low,8,8,0
SHP-000368,Supplier_B,Houston,Miami,Sea,2031,5792.31,Rain,Severe,Critical,12,12,0
SHP-000369,Supplier_X,Houston,Portland,Rail,1112,8912.05,Fog,High,High,11,11,0
SHP-000370,Supplier_K,Chicago,Las Vegas,Air,1764,5989.6,Rain,Low,High,1,1,0
SHP-000371,Supplier_B,Houston,Detroit,Rail,1181,8111.1,Clear,Moderate,High,9,9,0
SHP-000372,Supplier_B,New York,Orlando,Air,4829,4325.25,Clear,Low,High,12,11,0
SHP-000373,Supplier_S,San Jose,Seattle,Rail,612,7511.11,Storm,Low,Critical,13,16,1
SHP-000374,Supplier_P,Dallas,Atlanta,Sea,2949,9134.76,Clear,Low,High,14,12,0
SHP-000375,Supplier_Q,Chicago,Atlanta,Air,659,5742.62,Fog,High,Medium,5,4,0
SHP-000376,Supplier_Q,Los Angeles,Miami,Sea,3772,1848.81,Fog,Moderate,Medium,11,9,0
SHP-000377,Supplier_F,Philadelphia,Orlando,Rail,4683,2724.54,Clear,Moderate,Low,12,11,0
SHP-000378,Supplier_B,New York,Atlanta,Road,3443,2026.51,Fog,Severe,Low,3,10,1
SHP-000379,Supplier_Q,San Antonio,Orlando,Air,4170,2506.23,Clear,Low,Medium,12,11,0
SHP-000380,Supplier_C,Phoenix,Seattle,Rail,4899,3098.83,Storm,Moderate,Medium,11,13,1
SHP-000381,Supplier_F,Dallas,Orlando,Air,1570,5573.58,Clear,High,Medium,4,8,1
SHP-000382,Supplier_C,San Jose,Denver,Rail,680,5900.52,Clear,Low,Critical,1,1,0
SHP-000383,Supplier_T,New York,Las Vegas,Sea,2394,4293.67,Rain,Moderate,High,3,8,1
SHP-000384,Supplier_C,San Jose,Boston,Rail,3247,6173.44,Snow,Low,Critical,11,16,1
SHP-000385,Supplier_V,New York,Detroit,Air,4349,861.67,Clear,High,Low,8,7,0
SHP-000386,Supplier_H,Los Angeles,Nashville,Road,1779,923.49,Rain,Low,Critical,12,12,0
SHP-000387,Supplier_M,New York,Portland,Rail,3606,1759.7,Clear,Low,Critical,2,2,0
SHP-000388,Supplier_D,New York,Orlando,Road,2844,5204.87,Clear,Moderate,Critical,2,1,0
SHP-000389,Supplier_S,Los Angeles,Portland,Rail,3456,2179.25,Clear,Low,Medium,9,8,0
SHP-000390,Supplier_H,San Antonio,Denver,Sea,4145,2868.68,Clear,Low,Medium,5,5,0
SHP-000391,Supplier_S,San Diego,Seattle,Road,1343,4033.11,Clear,Moderate,High,5,4,0
SHP-000392,Supplier_T,San Antonio,Denver,Rail,3218,8128.07,Clear,Low,Medium,1,1,0
SHP-000393,Supplier_B,Los Angeles,Miami,Road,2241,187.93,Clear,Moderate,Critical,13,18,1
SHP-000394,Supplier_T,Dallas,Miami,Road,3159,6511.32,Clear,Moderate,Medium,6,5,0
SHP-000395,Supplier_C,Phoenix,Denver,Road,4648,6705.32,Clear,Moderate,Low,8,8,0
SHP-000396,Supplier_N,San Diego,Boston,Sea,3059,7996.63,Fog,Moderate,Medium,6,13,1
SHP-000397,Supplier_V,Chicago,Orlando,Road,2365,9330.89,Clear,Low,Critical,14,14,0
SHP-000398,Supplier_S,Houston,Nashville,Road,2579,250.37,Fog,Low,Medium,7,5,0
SHP-000399,Supplier_S,New York,Las Vegas,Road,4746,1580.15,Snow,High,Low,14,15,1
SHP-000400,Supplier_Q,Phoenix,Detroit,Rail,1735,8867.4,Rain,High,Critical,4,4,0
SHP-000401,Supplier_K,San Antonio,Boston,Air,1857,4612.26,Rain,Low,High,2,1,0
SHP-000402,Supplier_I,Los Angeles,Orlando,Sea,4552,5667.68,Storm,Moderate,Low,1,1,0
SHP-000403,Supplier_G,Dallas,Las Vegas,Rail,2170,6647.12,Clear,Moderate,Low,12,12,0
SHP-000404,Supplier_V,Phoenix,Denver,Air,2949,6806.71,Rain,Moderate,Low,6,6,0
SHP-000405,Supplier_W,San Jose,Denver,Road,3351,9320.82,Rain,Moderate,Critical,9,8,0
SHP-000406,Supplier_K,San Jose,Portland,Rail,3830,9969.65,Rain,Low,Medium,10,9,0
SHP-000407,Supplier_H,Chicago,Boston,Rail,2589,7215.57,Storm,High,Low,5,7,1
SHP-000408,Supplier_I,San Antonio,Orlando,Sea,1731,2907.85,Clear,Low,High,12,11,0
SHP-000409,Supplier_M,Los Angeles,Detroit,Sea,2916,8803.54,Rain,Moderate,High,2,3,1
SHP-000410,Supplier_E,Dallas,Boston,Air,1115,539.75,Rain,High,Medium,1,1,0
SHP-000411,Supplier_V,San Jose,Detroit,Rail,1448,2349.25,Clear,Moderate,Low,3,1,0
SHP-000412,Supplier_U,Los Angeles,Miami,Road,4711,8978.99,Clear,Low,Critical,4,2,0
SHP-000413,Supplier_J,Phoenix,Las Vegas,Air,3187,2599.11,Rain,Severe,Medium,7,12,1
SHP-000414,Supplier_O,Los Angeles,Orlando,Rail,2939,2245.48,Storm,High,High,9,12,1
SHP-000415,Supplier_K,Los Angeles,Denver,Road,435,1424.35,Clear,High,Medium,8,8,0
SHP-000416,Supplier_Y,San Diego,Miami,Sea,4692,8598.16,Storm,Moderate,High,9,14,1
SHP-000417,Supplier_C,Houston,Seattle,Sea,995,5025.58,Clear,Low,Medium,7,14,1
SHP-000418,Supplier_A,San Jose,Las Vegas,Air,3646,6765.19,Clear,Severe,High,10,10,0
SHP-000419,Supplier_O,Houston,Las Vegas,Sea,951,2428.71,Clear,Moderate,Medium,8,7,0
SHP-000420,Supplier_T,Phoenix,Miami,Sea,1787,7592.5,Clear,High,High,8,6,0
SHP-000421,Supplier_S,Dallas,Nashville,Road,2031,7612.06,Clear,Low,Low,1,1,0
SHP-000422,Supplier_D,Houston,Detroit,Road,3846,3160.35,Clear,Low,Low,12,11,0
SHP-000423,Supplier_C,Philadelphia,Seattle,Road,2527,4136.29,Snow,Severe,Low,14,19,1
SHP-000424,Supplier_R,San Antonio,Seattle,Rail,1668,2136.42,Snow,Moderate,Low,12,14,1
SHP-000425,Supplier_G,Phoenix,Seattle,Air,4100,9766.78,Clear,Low,Critical,9,7,0
SHP-000426,Supplier_Q,Chicago,Atlanta,Road,2838,6473.75,Clear,Low,Critical,2,2,0
SHP-000427,Supplier_I,New York,Detroit,Sea,3598,9348.71,Clear,Moderate,Critical,12,12,0
SHP-000428,Supplier_E,Dallas,Seattle,Sea,4013,3068.69,Rain,Low,High,11,10,0
SHP-000429,Supplier_L,San Diego,Portland,Road,1166,7829.81,Clear,Moderate,Low,14,13,0
SHP-000430,Supplier_C,Houston,Portland,Sea,4480,7670.29,Clear,Moderate,Critical,7,6,0
SHP-000431,Supplier_H,San Diego,Orlando,Sea,2544,6931.97,Fog,High,High,13,18,1
SHP-000432,Supplier_L,Philadelphia,Detroit,Rail,4207,9658.11,Storm,Low,Medium,10,10,0
SHP-000433,Supplier_J,Houston,Orlando,Sea,3473,3965.88,Clear,Severe,High,10,9,0
SHP-000434,Supplier_F,New York,Orlando,Sea,4069,1350.64,Clear,Low,High,13,13,0
SHP-000435,Supplier_O,New York,Detroit,Sea,2646,6733.5,Clear,Moderate,High,5,3,0
SHP-000436,Supplier_R,Los Angeles,Orlando,Road,853,7306.63,Snow,Low,High,4,7,1
SHP-000437,Supplier_W,Los Angeles,Boston,Rail,2182,5771.85,Rain,High,High,1,7,1
SHP-000438,Supplier_J,San Jose,Nashville,Rail,2874,2107.84,Clear,Severe,High,1,1,0
SHP-000439,Supplier_T,San Diego,Detroit,Road,2996,5069.34,Snow,High,Critical,3,7,1
SHP-000440,Supplier_Z,Chicago,Denver,Sea,4285,3156.29,Clear,Moderate,Low,14,20,1
SHP-000441,Supplier_U,Los Angeles,Atlanta,Road,875,4303.29,Clear,Moderate,Medium,1,1,0
SHP-000442,Supplier_Q,Dallas,Portland,Rail,1725,6469.92,Clear,High,High,8,15,1
SHP-000443,Supplier_A,Los Angeles,Miami,Road,3169,7464.89,Clear,Severe,Low,3,3,0
SHP-000444,Supplier_V,Los Angeles,Portland,Road,517,2360.64,Clear,Severe,Critical,11,11,0
SHP-000445,Supplier_R,Phoenix,Seattle,Sea,214,4082.99,Clear,Low,Medium,10,8,0
SHP-000446,Supplier_J,Houston,Miami,Road,716,2728.16,Clear,Severe,Critical,2,2,0
SHP-000447,Supplier_V,San Diego,Seattle,Road,4074,2026.38,Clear,Low,Low,6,5,0
SHP-000448,Supplier_D,Phoenix,Seattle,Road,3367,7844.7,Snow,Low,Low,4,11,1
SHP-000449,Supplier_E,Phoenix,Portland,Road,925,9097.06,Clear,Low,High,13,13,0
SHP-000450,Supplier_I,San Diego,Orlando,Rail,1616,3733.81,Clear,Low,Medium,13,13,0
SHP-000451,Supplier_D,New York,Seattle,Road,3246,7525.23,Rain,High,Low,14,15,1
SHP-000452,Supplier_D,Los Angeles,Seattle,Rail,512,8975.1,Snow,High,Medium,11,15,1
SHP-000453,Supplier_X,Chicago,Portland,Rail,828,8468.94,Storm,High,Critical,14,18,1
SHP-000454,Supplier_R,New York,Detroit,Rail,3448,1868.99,Clear,Moderate,High,13,12,0
SHP-000455,Supplier_E,Phoenix,Nashville,Air,2908,9565.1,Clear,Moderate,Critical,11,9,0
SHP-000456,Supplier_I,Philadelphia,Seattle,Rail,775,3797.93,Snow,High,Critical,13,14,1
SHP-000457,Supplier_J,Philadelphia,Nashville,Air,3565,3425.44,Rain,Low,Medium,4,4,0
SHP-000458,Supplier_T,San Antonio,Denver,Rail,2604,671.19,Clear,High,Low,2,6,1
SHP-000459,Supplier_G,Los Angeles,Miami,Road,3067,4887.43,Fog,Moderate,High,2,2,0
SHP-000460,Supplier_W,Los Angeles,Detroit,Sea,2886,1134.69,Clear,Moderate,High,11,9,0
SHP-000461,Supplier_K,New York,Miami,Rail,1222,2522.97,Fog,Moderate,Critical,6,4,0
SHP-000462,Supplier_G,New York,Atlanta,Road,4179,3203.58,Storm,High,Medium,5,10,1
SHP-000463,Supplier_V,Chicago,Detroit,Air,1671,8097.82,Rain,Low,Critical,9,7,0
SHP-000464,Supplier_U,Chicago,Miami,Sea,2243,8761.11,Fog,Low,Low,4,3,0
SHP-000465,Supplier_I,Philadelphia,Las Vegas,Sea,1787,3059.54,Snow,High,High,5,12,1
SHP-000466,Supplier_Q,Philadelphia,Atlanta,Road,4232,8594.05,Clear,Moderate,Critical,1,1,0
SHP-000467,Supplier_P,San Diego,Denver,Road,3951,8579.45,Clear,High,Medium,12,14,1
SHP-000468,Supplier_I,San Jose,Boston,Road,3540,7658.28,Clear,Low,High,12,12,0
SHP-000469,Supplier_B,Phoenix,Portland,Air,3866,1509.62,Clear,Low,Critical,2,1,0
SHP-000470,Supplier_C,Los Angeles,Seattle,Road,2426,6918.71,Snow,High,Medium,3,9,1
SHP-000471,Supplier_U,Philadelphia,Orlando,Rail,3014,9452.99,Clear,Moderate,Low,5,3,0
SHP-000472,Supplier_N,Philadelphia,Detroit,Rail,4052,6841.28,Clear,Moderate,Low,12,10,0
SHP-000473,Supplier_I,Chicago,Miami,Road,695,3349.59,Rain,Low,Critical,5,5,0
SHP-000474,Supplier_B,Los Angeles,Miami,Sea,828,5030.76,Storm,Low,High,4,3,0
SHP-000475,Supplier_A,San Antonio,Seattle,Sea,1465,6474.96,Clear,Moderate,Medium,14,12,0
SHP-000476,Supplier_K,San Antonio,Seattle,Rail,4592,5130.18,Clear,Low,High,10,9,0
SHP-000477,Supplier_Y,San Diego,Boston,Road,798,1243.53,Clear,High,Medium,3,4,1
SHP-000478,Supplier_E,Phoenix,Denver,Air,495,3155.04,Rain,High,Medium,9,11,1
SHP-000479,Supplier_U,San Antonio,Seattle,Air,4271,8033.84,Clear,Low,Medium,1,1,0
SHP-000480,Supplier_I,San Diego,Boston,Sea,4460,8621.11,Rain,Moderate,Critical,6,4,0
SHP-000481,Supplier_F,San Antonio,Denver,Sea,2602,1416.14,Clear,Moderate,Medium,7,7,0
SHP-000482,Supplier_X,Chicago,Detroit,Road,1919,9526.25,Clear,Low,Medium,10,8,0
SHP-000483,Supplier_O,Los Angeles,Las Vegas,Rail,817,3321.79,Fog,Low,Medium,4,4,0
SHP-000484,Supplier_R,Chicago,Seattle,Rail,2882,6640.02,Clear,Moderate,Low,10,8,0
SHP-000485,Supplier_W,New York,Denver,Air,3677,7530.66,Clear,Moderate,Medium,3,3,0
SHP-000486,Supplier_N,Chicago,Seattle,Rail,243,8128.87,Clear,Moderate,Low,8,7,0
SHP-000487,Supplier_R,Los Angeles,Miami,Rail,3240,9460.21,Clear,Moderate,Critical,9,7,0
SHP-000488,Supplier_A,San Antonio,Denver,Sea,4591,3163.55,Rain,High,Low,13,18,1
SHP-000489,Supplier_D,San Jose,Boston,Road,3038,8592.14,Clear,High,Critical,1,1,0
SHP-000490,Supplier_C,San Diego,Atlanta,Rail,3736,1360.28,Clear,Moderate,Medium,11,11,0
SHP-000491,Supplier_W,San Jose,Miami,Air,3322,7065.16,Clear,High,Medium,12,16,1
SHP-000492,Supplier_E,San Diego,Denver,Air,1267,7432.68,Rain,Low,Medium,10,10,0
SHP-000493,Supplier_R,Chicago,Nashville,Air,2716,6793.35,Snow,High,Low,9,10,1
SHP-000494,Supplier_B,San Jose,Atlanta,Road,1162,2560.53,Rain,Moderate,Medium,7,5,0
SHP-000495,Supplier_L,San Antonio,Detroit,Road,2256,8736.78,Rain,High,Medium,1,1,0
SHP-000496,Supplier_S,Philadelphia,Seattle,Road,3082,1730.14,Clear,Moderate,Medium,7,7,0
SHP-000497,Supplier_R,San Jose,Boston,Rail,3394,583.67,Clear,Low,Low,5,11,1
SHP-000498,Supplier_E,New York,Portland,Road,4829,7188.78,Clear,Moderate,Low,10,10,0
SHP-000499,Supplier_N,Chicago,Seattle,Air,1256,4780.98,Clear,Low,Low,13,20,1
SHP-000500,Supplier_E,San Diego,Detroit,Rail,832,8498.53,Clear,Moderate,Low,13,12,0
SHP-000501,Supplier_B,San Diego,Detroit,Sea,4430,3864.8,Rain,Moderate,Medium,7,6,0
SHP-000502,Supplier_J,Los Angeles,Denver,Air,4946,1724.37,Rain,High,Medium,12,10,0
SHP-000503,Supplier_L,San Antonio,Las Vegas,Road,1053,8372.6,Fog,Moderate,Medium,9,7,0
SHP-000504,Supplier_Z,San Diego,Orlando,Rail,2639,5511.65,Clear,Moderate,Low,8,6,0
SHP-000505,Supplier_B,New York,Nashville,Sea,3424,1932.5,Rain,Low,Low,6,5,0
SHP-000506,Supplier_L,Los Angeles,Atlanta,Sea,3401,7217.82,Storm,Severe,Low,2,1,0
SHP-000507,Supplier_G,Phoenix,Atlanta,Road,1642,5135.58,Rain,High,Critical,8,6,0
SHP-000508,Supplier_V,Philadelphia,Denver,Sea,1291,6062.91,Clear,High,Critical,12,18,1
SHP-000509,Supplier_H,New York,Denver,Air,3093,4635.94,Clear,Low,Critical,14,13,0
SHP-000510,Supplier_V,Dallas,Seattle,Rail,2781,8295.65,Clear,Moderate,Critical,4,3,0
SHP-000511,Supplier_D,San Jose,Seattle,Sea,1317,8304.15,Clear,Low,Low,8,6,0
SHP-000512,Supplier_L,San Jose,Las Vegas,Road,1640,7108.42,Snow,Moderate,Low,7,14,1
SHP-000513,Supplier_Y,Houston,Nashville,Road,3336,1098.74,Clear,Low,Low,4,2,0
SHP-000514,Supplier_R,Philadelphia,Detroit,Road,2486,8396.6,Clear,Moderate,Critical,8,6,0
SHP-000515,Supplier_N,Dallas,Detroit,Air,3819,6726.58,Snow,Moderate,Critical,11,15,1
SHP-000516,Supplier_T,Dallas,Orlando,Sea,1488,6985.39,Snow,Low,Low,11,10,0
SHP-000517,Supplier_X,San Jose,Nashville,Air,1956,3661.68,Clear,Moderate,Low,12,11,0
SHP-000518,Supplier_E,Los Angeles,Seattle,Road,1465,8798.83,Rain,High,Low,11,10,0
SHP-000519,Supplier_H,San Antonio,Miami,Road,599,7267.45,Clear,Low,High,2,2,0
SHP-000520,Supplier_F,Houston,Orlando,Rail,1780,1170.28,Clear,High,Medium,9,8,0
SHP-000521,Supplier_Z,San Diego,Orlando,Sea,610,4107.39,Clear,Low,High,6,4,0
SHP-000522,Supplier_Z,Philadelphia,Seattle,Sea,4412,8869.48,Rain,Low,Critical,7,5,0
SHP-000523,Supplier_F,San Antonio,Las Vegas,Road,1424,519.61,Fog,Low,Low,10,9,0
SHP-000524,Supplier_N,Chicago,Boston,Rail,1255,9616.1,Clear,High,High,1,1,0
SHP-000525,Supplier_A,Dallas,Denver,Sea,1927,6807.67,Rain,Moderate,Low,3,1,0
SHP-000526,Supplier_F,San Jose,Detroit,Rail,3241,6332.19,Clear,High,Medium,14,18,1
SHP-000527,Supplier_X,New York,Seattle,Road,3586,2742.06,Rain,Moderate,High,10,11,1
SHP-000528,Supplier_K,New York,Miami,Road,1910,2525.48,Clear,Low,High,5,5,0
SHP-000529,Supplier_Z,Chicago,Boston,Sea,3023,9423.48,Clear,High,Medium,12,11,0
SHP-000530,Supplier_N,Dallas,Denver,Road,2314,3017.81,Storm,Low,Low,7,9,1
SHP-000531,Supplier_Z,San Diego,Las Vegas,Road,4286,7766.28,Rain,High,Low,1,7,1
